WMI,Manufacturer,URL
2HT,International Trucks incomplete vehicle,https://en.wikipedia.org/wiki/Navistar_International#International_Trucks_(1986–present)
2J4,Jeep Wrangler (YJ) 1989–1992 (using Chrysler-style VIN structure),https://en.wikipedia.org/wiki/Jeep_Wrangler_(YJ)
2L1,Lincoln incomplete vehicle – limo,https://en.wikipedia.org/wiki/Lincoln_Motor_Company
2L9,Les Contenants Durabac,https://en.wikipedia.org/w/index.php?title=Les_Contenants_Durabac&action=edit&redlink=1
2LJ,Lincoln incomplete vehicle – hearse,https://en.wikipedia.org/wiki/Lincoln_Motor_Company
2LM,Lincoln SUV,https://en.wikipedia.org/wiki/Lincoln_Motor_Company
2LN,Lincoln car,https://en.wikipedia.org/wiki/Lincoln_Motor_Company
2M1,Mack Trucks,https://en.wikipedia.org/wiki/Mack_Trucks
2M2,Mack Trucks,https://en.wikipedia.org/wiki/Mack_Trucks
2ME,Mercury car,https://en.wikipedia.org/wiki/Mercury_(automobile)
2MG,"Motor Coach Industries (Produced from Sept. 1, 2008 on)",https://en.wikipedia.org/wiki/Motor_Coach_Industries
2MR,Mercury MPV,https://en.wikipedia.org/wiki/Mercury_(automobile)
2NK,Kenworth incomplete vehicle,https://en.wikipedia.org/wiki/Kenworth
2NP,Peterbilt incomplete vehicle,https://en.wikipedia.org/wiki/Peterbilt
2NV,Nova Bus,https://en.wikipedia.org/wiki/Nova_Bus
2P3,Plymouth car,https://en.wikipedia.org/wiki/Plymouth_(automobile)
2P4,Plymouth MPV 1981–2000,https://en.wikipedia.org/wiki/Plymouth_(automobile)
2P5,"Plymouth ""bus"" (van with more than 3 rows of seats) 1981–1983",https://en.wikipedia.org/wiki/Plymouth_(automobile)
2P9,Prevost 1981–1995,https://en.wikipedia.org/wiki/Prevost_Car
001,Prevost 1981–1995,https://en.wikipedia.org/wiki/Prevost_Car
2PC,Prevost 1996-,https://en.wikipedia.org/wiki/Prevost_Car
2S2,Suzuki car made by CAMI Automotive,https://en.wikipedia.org/wiki/Suzuki; https://en.wikipedia.org/wiki/CAMI_Automotive
2S3,Suzuki SUV made by CAMI Automotive,https://en.wikipedia.org/wiki/Suzuki; https://en.wikipedia.org/wiki/CAMI_Automotive
2T1,Toyota car,https://en.wikipedia.org/wiki/Toyota
2T2,Lexus SUV,https://en.wikipedia.org/wiki/Lexus
2T3,Toyota SUV,https://en.wikipedia.org/wiki/Toyota
2V4,Volkswagen Routan,https://en.wikipedia.org/wiki/Volkswagen_Routan
2V8,Volkswagen Routan,https://en.wikipedia.org/wiki/Volkswagen_Routan
2WK,Western Star Trucks truck,https://en.wikipedia.org/wiki/Western_Star_Trucks
2WL,Western Star Trucks incomplete vehicle,https://en.wikipedia.org/wiki/Western_Star_Trucks
2WM,Western Star Trucks incomplete vehicle,https://en.wikipedia.org/wiki/Western_Star_Trucks
2XK,Kenworth truck,https://en.wikipedia.org/wiki/Kenworth
2XM,Eagle Premier 1988 only (using AMC-style VIN structure),https://en.wikipedia.org/wiki/Eagle_Premier
2XP,Peterbilt truck,https://en.wikipedia.org/wiki/Peterbilt
3A4,Chrysler brand MPV 2006–2010 only,https://en.wikipedia.org/wiki/Chrysler#Chrysler_brand
3A8,Chrysler brand MPV 2006–2010 only,https://en.wikipedia.org/wiki/Chrysler#Chrysler_brand
3AK,Freightliner Trucks,https://en.wikipedia.org/wiki/Freightliner_Trucks
3AL,Freightliner Trucks,https://en.wikipedia.org/wiki/Freightliner_Trucks
3AV,BMW Mexico 1999-2009,
3B3,Dodge car 1981–2011,https://en.wikipedia.org/wiki/Dodge
3B4,Dodge SUV 1986–1993,https://en.wikipedia.org/wiki/Dodge
3B6,Dodge incomplete vehicle 1981–2002,https://en.wikipedia.org/wiki/Dodge
3B7,Dodge truck 1981–2002,https://en.wikipedia.org/wiki/Dodge
3BJ,Western Star 3700 truck made by DINA S.A.,https://en.wikipedia.org/wiki/Western_Star_Trucks; https://en.wikipedia.org/wiki/DINA_S.A.
3BK,Kenworth incomplete vehicle,https://en.wikipedia.org/wiki/Kenworth
3BM,Motor Coach Industries bus made by DINA S.A.,https://en.wikipedia.org/wiki/Motor_Coach_Industries; https://en.wikipedia.org/wiki/DINA_S.A.
3BP,Peterbilt incomplete vehicle,https://en.wikipedia.org/wiki/Peterbilt
3C3,Chrysler brand car 1981–2011,https://en.wikipedia.org/wiki/Chrysler#Chrysler_brand
3C3,Chrysler Group (all brands) car (including Fiat) 2012-,https://en.wikipedia.org/wiki/Chrysler
3C4,Chrysler brand MPV 2001–2005,https://en.wikipedia.org/wiki/Chrysler#Chrysler_brand
3C4,Chrysler Group (all brands) MPV (including Fiat) 2012-,https://en.wikipedia.org/wiki/Chrysler
3C6,Chrysler Group (all brands) truck 2012–,https://en.wikipedia.org/wiki/Chrysler
3C7,Chrysler Group (all brands) incomplete vehicle 2012–,https://en.wikipedia.org/wiki/Chrysler
3C8,Chrysler brand MPV 2001–2005,https://en.wikipedia.org/wiki/Chrysler#Chrysler_brand
3CE,Volvo Buses de Mexico,https://en.wikipedia.org/wiki/Volvo_Buses
3CZ,Honda SUV,https://en.wikipedia.org/wiki/Honda
3D2,Dodge incomplete vehicle 2007–2009,https://en.wikipedia.org/wiki/Dodge
3D3,Dodge truck 2006–2009,https://en.wikipedia.org/wiki/Dodge
3D4,Dodge SUV 2009–2011,https://en.wikipedia.org/wiki/Dodge
3D6,Dodge incomplete vehicle 2003–2011,https://en.wikipedia.org/wiki/Dodge
3D7,Dodge truck 2002–2011,https://en.wikipedia.org/wiki/Dodge
3E4,Fiat SUV,https://en.wikipedia.org/wiki/Fiat
3F6,Sterling Bullet,https://en.wikipedia.org/wiki/Sterling_Bullet
3FA,Ford car,https://en.wikipedia.org/wiki/Ford_Motor_Company
3FC,Ford stripped chassis made by Ford & IMMSA,https://en.wikipedia.org/wiki/Ford_Motor_Company
3FM,Ford MPV/SUV,https://en.wikipedia.org/wiki/Ford_Motor_Company
3FN,Ford F-650/F-750 made by Blue Diamond Truck Co.,https://en.wikipedia.org/wiki/Ford_F-Series_(medium_duty_truck)#Seventh_generation_(2000-2015)
3FR,Ford F-650/F-750 made by Blue Diamond Truck Co.,https://en.wikipedia.org/wiki/Ford_F-Series_(medium_duty_truck)#Seventh_generation_(2000-2015)
3FT,Ford truck,https://en.wikipedia.org/wiki/Ford_Motor_Company
3G0,Saab 9-4X 2011,https://en.wikipedia.org/wiki/Saab_9-4X
3G0,Holden Equinox 2018–2020,https://en.wikipedia.org/wiki/Chevrolet_Equinox#Holden_Equinox
3G1,Chevrolet car,https://en.wikipedia.org/wiki/Chevrolet
3G2,Pontiac car,https://en.wikipedia.org/wiki/Pontiac_(automobile)
3G4,Buick car,https://en.wikipedia.org/wiki/Buick
3G5,Buick SUV,https://en.wikipedia.org/wiki/Buick
3G7,Pontiac SUV,https://en.wikipedia.org/wiki/Pontiac_(automobile)
3GC,Chevrolet truck,https://en.wikipedia.org/wiki/Chevrolet
3GK,GMC SUV,https://en.wikipedia.org/wiki/GMC_(automobile)
3GM,Holden Suburban,https://en.wikipedia.org/wiki/Chevrolet_Suburban#Holden_Suburban
3GN,Chevrolet SUV,https://en.wikipedia.org/wiki/Chevrolet
3GS,Saturn SUV,https://en.wikipedia.org/wiki/Saturn_Corporation
3GT,GMC truck,https://en.wikipedia.org/wiki/GMC_(automobile)
3GY,Cadillac SUV,https://en.wikipedia.org/wiki/Cadillac
3H1,Honda motorcycle/UTV,https://en.wikipedia.org/wiki/Honda
3H3,"Hyundai de Mexico, S.A. de C.V. for Hyundai Translead (truck trailers)",https://en.wikipedia.org/wiki/Hyundai_Translead
3HA,International Trucks incomplete vehicle,https://en.wikipedia.org/wiki/Navistar_International#International_Trucks_(1986–present)
3HC,International Trucks truck,https://en.wikipedia.org/wiki/Navistar_International#International_Trucks_(1986–present)
3HG,Honda car,https://en.wikipedia.org/wiki/Honda
3HS,International Trucks & Caterpillar Trucks truck,https://en.wikipedia.org/wiki/Navistar_International#International_Trucks_(1986–present); https://en.wikipedia.org/wiki/Caterpillar_Inc.#On-road_trucks
3HT,International Trucks & Caterpillar Trucks incomplete vehicle,https://en.wikipedia.org/wiki/Navistar_International#International_Trucks_(1986–present); https://en.wikipedia.org/wiki/Caterpillar_Inc.#On-road_trucks
3JB,Can-Am ATV/UTV & Can-Am Ryker,https://en.wikipedia.org/wiki/Can-Am_Off-Road; https://en.wikipedia.org/wiki/BRP_Can-Am_Spyder_Roadster#Models
3KP,Kia/Hyundai car,https://en.wikipedia.org/wiki/Kia; https://en.wikipedia.org/wiki/Hyundai_Motor_Company
3LN,Lincoln car,https://en.wikipedia.org/wiki/Lincoln_Motor_Company
3MD,Mazda car,https://en.wikipedia.org/wiki/Mazda
3ME,Mercury car,https://en.wikipedia.org/wiki/Mercury_(automobile)
3MV,Mazda SUV,https://en.wikipedia.org/wiki/Mazda
3MW,BMW,
3MY,Toyota car made by Mazda de Mexico Vehicle Operation,https://en.wikipedia.org/wiki/Toyota; https://en.wikipedia.org/wiki/List_of_Mazda_facilities#List_of_Mazda_production_plants
3MZ,Mazda car,https://en.wikipedia.org/wiki/Mazda
3N1,Nissan car,https://en.wikipedia.org/wiki/Nissan
3N6,Nissan truck & Chevrolet City Express,https://en.wikipedia.org/wiki/Nissan; https://en.wikipedia.org/wiki/Chevrolet_City_Express
3N8,Nissan MPV,https://en.wikipedia.org/wiki/Nissan
3NE,Polaris Inc. ATV,https://en.wikipedia.org/wiki/Polaris_Inc.
3NS,Polaris Inc. UTV,https://en.wikipedia.org/wiki/Polaris_Inc.
3P3,Plymouth car,https://en.wikipedia.org/wiki/Plymouth_(automobile)
3PC,Infiniti SUV made by COMPAS,https://en.wikipedia.org/wiki/Infiniti; https://en.wikipedia.org/wiki/Cooperation_Manufacturing_Plant_Aguascalientes
3TM,Toyota truck made by TMMBC,https://en.wikipedia.org/wiki/Toyota; https://en.wikipedia.org/wiki/TMMBC
3TY,Toyota truck made by TMMGT,https://en.wikipedia.org/wiki/Toyota; https://en.wikipedia.org/wiki/TMMGT
3VV,Volkswagen SUV,https://en.wikipedia.org/wiki/Volkswagen
3VW,Volkswagen car,https://en.wikipedia.org/wiki/Volkswagen
3WK,Kenworth truck,https://en.wikipedia.org/wiki/Kenworth
3WP,Peterbilt truck,https://en.wikipedia.org/wiki/Peterbilt
4A3,Mitsubishi Motors car,https://en.wikipedia.org/wiki/Diamond-Star_Motors
4A4,Mitsubishi Motors SUV,https://en.wikipedia.org/wiki/Diamond-Star_Motors
4B3,Dodge car made by Diamond-Star Motors factory,https://en.wikipedia.org/wiki/Dodge; https://en.wikipedia.org/wiki/Diamond-Star_Motors
4B9,BYD Coach & Bus LLC,https://en.wikipedia.org/wiki/BYD_K_series#North_America
038,BYD Coach & Bus LLC,https://en.wikipedia.org/wiki/BYD_K_series#North_America
4C3,Chrysler car made by Diamond-Star Motors factory,https://en.wikipedia.org/wiki/Chrysler#Chrysler_brand; https://en.wikipedia.org/wiki/Diamond-Star_Motors
4C9,Czinger,https://en.wikipedia.org/wiki/Czinger
561,Czinger,https://en.wikipedia.org/wiki/Czinger
4CD,Oshkosh Chassis Division incomplete vehicle (RV chassis),https://en.wikipedia.org/wiki/Oshkosh_Corporation
4DR,IC Bus,https://en.wikipedia.org/wiki/IC_Bus
4E3,Eagle car made by Diamond-Star Motors factory,https://en.wikipedia.org/wiki/Eagle_(automobile); https://en.wikipedia.org/wiki/Diamond-Star_Motors
4F2,Mazda SUV made by Ford,https://en.wikipedia.org/wiki/Mazda
4F4,Mazda truck made by Ford,https://en.wikipedia.org/wiki/Mazda
4G1,Chevrolet Cavalier convertible made by Genasys L.C. – a GM/ASC joint venture,https://en.wikipedia.org/wiki/Chevrolet_Cavalier#Third_generation_(1995)
4G2,Pontiac Sunfire convertible made by Genasys L.C. – a GM/ASC joint venture,https://en.wikipedia.org/wiki/Pontiac_Sunfire
4G3,Toyota Cavalier made by GM,https://en.wikipedia.org/wiki/Toyota_Cavalier
4G5,General Motors EV1,https://en.wikipedia.org/wiki/General_Motors_EV1
4GD,WhiteGMC Brigadier 1988–1989 made by GM,https://en.wikipedia.org/wiki/WhiteGMC_Brigadier
4GD,Opel Sintra,https://en.wikipedia.org/wiki/Opel_Sintra
4GL,Buick incomplete vehicle,https://en.wikipedia.org/wiki/Buick
4GT,Isuzu incomplete vehicle built by GM,https://en.wikipedia.org/wiki/Isuzu
4JG,Mercedes-Benz SUV,https://en.wikipedia.org/wiki/Mercedes-Benz
4KB,Chevrolet W-Series incomplete vehicle (gas engine only),https://en.wikipedia.org/wiki/Chevrolet_W-Series
4KD,GMC W-Series incomplete vehicle (gas engine only),https://en.wikipedia.org/wiki/GMC_W-Series
4KL,Isuzu commercial truck built by GM,https://en.wikipedia.org/wiki/Isuzu
4M2,Mercury MPV/SUV,https://en.wikipedia.org/wiki/Mercury_(automobile)
4ML,Oshkosh Trailer Division,https://en.wikipedia.org/wiki/Oshkosh_Corporation
4MZ,Buell Motorcycle Company,https://en.wikipedia.org/wiki/Buell_Motorcycle_Company
4N2,Nissan Quest made by Ford,https://en.wikipedia.org/wiki/Nissan_Quest
4NU,Isuzu Ascender made by GM,https://en.wikipedia.org/wiki/Isuzu_Ascender
4P1,Pierce Manufacturing,https://en.wikipedia.org/wiki/Pierce_Manufacturing
4P3,Plymouth car made by Diamond-Star Motors factory 1990–1994,https://en.wikipedia.org/wiki/Plymouth_(automobile); https://en.wikipedia.org/wiki/Diamond-Star_Motors
4P3,Mitsubishi Motors SUV made by Mitsubishi Motor Manufacturing of America 2013–2015 for export only,https://en.wikipedia.org/wiki/Mitsubishi_Motors; https://en.wikipedia.org/wiki/Mitsubishi_Motor_Manufacturing_of_America
4RK,Nova Bus & Prevost made by Nova Bus (US) Inc.,https://en.wikipedia.org/wiki/Nova_Bus; https://en.wikipedia.org/wiki/Prevost_Car
4S1,Isuzu truck made by Subaru Isuzu Automotive,https://en.wikipedia.org/wiki/Isuzu; https://en.wikipedia.org/wiki/Subaru_Isuzu_Automotive
4S2,Isuzu SUV made by Subaru Isuzu Automotive,https://en.wikipedia.org/wiki/Isuzu; https://en.wikipedia.org/wiki/Subaru_Isuzu_Automotive
4S3,Subaru car,https://en.wikipedia.org/wiki/Subaru
4S4,Subaru SUV/MPV,https://en.wikipedia.org/wiki/Subaru
4S6,Honda SUV made by Subaru Isuzu Automotive,https://en.wikipedia.org/wiki/Honda; https://en.wikipedia.org/wiki/Subaru_Isuzu_Automotive
4S7,Spartan Motors incomplete vehicle,https://en.wikipedia.org/wiki/Spartan_Motors
4S9,Smith Electric Vehicles US Corp.,https://en.wikipedia.org/wiki/Smith_Electric_Vehicles
197,Smith Electric Vehicles US Corp.,https://en.wikipedia.org/wiki/Smith_Electric_Vehicles
4S9,Spartan Motors truck,https://en.wikipedia.org/wiki/Spartan_Motors
419,Spartan Motors truck,https://en.wikipedia.org/wiki/Spartan_Motors
4S9,Scuderia Cameron Glickenhaus car,https://en.wikipedia.org/wiki/Scuderia_Cameron_Glickenhaus
454,Scuderia Cameron Glickenhaus car,https://en.wikipedia.org/wiki/Scuderia_Cameron_Glickenhaus
4S9,Scuderia Cameron Glickenhaus SCG Boot (M.P.V.),https://en.wikipedia.org/wiki/Scuderia_Cameron_Glickenhaus; https://en.wikipedia.org/wiki/SCG_Boot
542,Scuderia Cameron Glickenhaus SCG Boot (M.P.V.),https://en.wikipedia.org/wiki/Scuderia_Cameron_Glickenhaus; https://en.wikipedia.org/wiki/SCG_Boot
4S9,Scuderia Cameron Glickenhaus car,https://en.wikipedia.org/wiki/Scuderia_Cameron_Glickenhaus
544,Scuderia Cameron Glickenhaus car,https://en.wikipedia.org/wiki/Scuderia_Cameron_Glickenhaus
4S9,"Spartan Fire, LLC truck (formerly Spartan ER)",https://en.wikipedia.org/wiki/REV_Group
559,"Spartan Fire, LLC truck (formerly Spartan ER)",https://en.wikipedia.org/wiki/REV_Group
4S9,"Spartan Fire, LLC incomplete vehicle (formerly Spartan ER)",https://en.wikipedia.org/wiki/REV_Group
560,"Spartan Fire, LLC incomplete vehicle (formerly Spartan ER)",https://en.wikipedia.org/wiki/REV_Group
4T1,Toyota car made by Toyota Motor Manufacturing Kentucky,https://en.wikipedia.org/wiki/Toyota; https://en.wikipedia.org/wiki/Toyota_Motor_Manufacturing_Kentucky
4T3,Toyota MPV/SUV made by Toyota Motor Manufacturing Kentucky,https://en.wikipedia.org/wiki/Toyota; https://en.wikipedia.org/wiki/Toyota_Motor_Manufacturing_Kentucky
4T4,Toyota car made by Subaru of Indiana Automotive,https://en.wikipedia.org/wiki/Toyota; https://en.wikipedia.org/wiki/Subaru_of_Indiana_Automotive
4T9,"Xos, Inc.",
208,"Xos, Inc.",
4TA,Toyota truck made by NUMMI,https://en.wikipedia.org/wiki/Toyota; https://en.wikipedia.org/wiki/NUMMI
4UF,Arctic Cat,https://en.wikipedia.org/wiki/Arctic_Cat
4US,BMW car,
4UZ,Freightliner Custom Chassis Corporation & gas-powered Mitsubishi Fuso trucks assembled by Freightliner Custom Chassis & Thomas Built Buses FS-65 & Saf-T-Liner C2,https://en.wikipedia.org/wiki/Daimler_Truck_North_America; https://en.wikipedia.org/wiki/Thomas_Built_Buses
4V1,WhiteGMC truck,https://en.wikipedia.org/wiki/WhiteGMC
4V2,WhiteGMC incomplete vehicle,https://en.wikipedia.org/wiki/WhiteGMC
4V4,Volvo Trucks North America truck,https://en.wikipedia.org/wiki/Volvo_Trucks#North_America
4V5,Volvo Trucks North America incomplete vehicle,https://en.wikipedia.org/wiki/Volvo_Trucks#North_America
4VA,Volvo Trucks North America truck,https://en.wikipedia.org/wiki/Volvo_Trucks#North_America
